scenario,waypoint_id,label,criterion,network_degree,latitude,longitude,altitude_m,replica_count,mean_operations_per_replica,mean_throughput_per_hour,mean_peak_throughput_per_hour,uam_route_ids,reh_resource_ids,rank
C2,XJUNCTION029,Geometric GN_126,uam_junction,3,-23.535255230970282,-46.75008200423485,1219.0,50,21.06,0.875711068909387,13.04,UAM045;UAM062,,64
C2,XJUNCTION032,SHOPPING_TATUAPE,uam_junction,4,-23.532972445391017,-46.579240141706286,914.4,50,21.0,0.8732110689093869,14.48,UAM001;UAM018;UAM020;UAM022;UAM024;UAM026;UAM028;UAM030,,65
C2,XUAMREH036,Cruzamento UAM × REH 036,uam_reh_crossing,,-23.613195941670394,-46.69757502277295,1034.1961159440584,50,20.6,0.856585910652921,9.52,UAM064,REH-141,66
C2,XJUNCTION021,Geometric GN_135,uam_junction,3,-23.561058901362248,-46.676753247573586,1219.0,50,19.02,0.7909417616205462,11.84,UAM011;UAM044;UAM055;UAM057;UAM059,,67
C2,XJUNCTION048,Geometric GN_25,uam_junction,4,-23.51606374594118,-46.744986135177214,1219.0,50,18.08,0.7518089166214506,15.04,UAM019;UAM027;UAM029;UAM031;UAM039;UAM041;UAM044;UAM057;UAM059;UAM062;UAM069,,68
C2,XUAMREH043,Cruzamento UAM × REH 043,uam_reh_crossing,,-23.506044065323877,-46.55954122825937,944.88,50,17.68,0.7351930728884066,13.12,UAM002;UAM017;UAM019;UAM021;UAM023;UAM025;UAM027;UAM029,REH-209,69
C2,XJUNCTION050,Geometric GN_31,uam_junction,3,-23.514022994171626,-46.735263320477685,914.4,50,17.2,0.7152861276903599,10.96,UAM011;UAM025;UAM037;UAM055;UAM061;UAM070,,70
C2,XJUNCTION037,SHOPPING_TATUAPE,uam_junction,4,-23.528639113561262,-46.581531783014945,914.4,50,17.0,0.7068851510218847,13.68,UAM002;UAM017;UAM019;UAM021;UAM023;UAM025;UAM027;UAM029,,71
C2,XJUNCTION002,PONTE_ESTAIADA,uam_junction,3,-23.615038702335013,-46.69985846078359,1219.0,50,16.8,0.6987673177789836,9.84,UAM006;UAM014,,72
C2,XJUNCTION026,ALCANTARA_MACHADO,uam_junction,3,-23.552624774559753,-46.61439946562285,1219.0,50,16.64,0.6920489238560319,10.96,UAM002;UAM004;UAM021;UAM023;UAM033;UAM035,,73
C2,XUAMREH026,Cruzamento UAM × REH 026,uam_reh_crossing,,-23.608843875531957,-46.732732167671394,1081.8899999999999,50,16.44,0.6836190992946283,8.64,UAM013;UAM063,REH-203,74
C2,XJUNCTION014,ANA_ROSA,uam_junction,3,-23.582272984713864,-46.63490125419782,1219.0,50,16.44,0.6836033640803039,9.28,UAM007;UAM054,,75
C2,XUAMREH002,Cruzamento UAM × REH 002,uam_reh_crossing,,-23.508223166638402,-46.82799249183902,1036.3200000000002,50,16.26,0.6758187737384699,8.32,UAM068,REH-175,76
C2,XUAMREH001,Cruzamento UAM × REH 001,uam_reh_crossing,,-23.507748668659346,-46.8329591731143,1036.3200000000002,50,16.26,0.6758187737384699,8.08,UAM067,REH-175,77
C2,XJUNCTION028,Geometric GN_149,uam_junction,3,-23.535355519610242,-46.64152807374524,1219.0,50,14.0,0.5821407126062579,18.4,UAM020;UAM026;UAM028;UAM030;UAM032;UAM038;UAM040;UAM042,,78
C2,XJUNCTION007,CLUBE_SIRIO,uam_junction,4,-23.60810696321042,-46.65030859567146,1219.0,50,14.0,0.5821407126062579,9.92,UAM001;UAM003;UAM007;UAM009;UAM011,,79
C2,XJUNCTION020,Geometric GN_130,uam_junction,3,-23.562630800377182,-46.70853122413583,1219.0,50,13.06,0.5430592331343823,9.12,UAM016;UAM045;UAM062;UAM066,,80
C2,XJUNCTION024,ITAU_CTO,uam_junction,3,-23.556416918805503,-46.61755958582767,1219.0,50,13.0,0.5405592331343824,10.56,UAM002;UAM004;UAM021;UAM023;UAM033;UAM035,,81
C2,XJUNCTION017,Geometric GN_129,uam_junction,3,-23.57201626216759,-46.702958606197676,1219.0,50,13.0,0.5405592331343824,9.12,UAM016;UAM045;UAM062;UAM066,,82
C2,XJUNCTION018,Geometric GN_129,uam_junction,3,-23.56982770155641,-46.698579749295924,1219.0,50,12.18,0.5064865255923313,8.72,UAM015;UAM046;UAM061;UAM065,,83
C2,XJUNCTION022,Geometric GN_130,uam_junction,3,-23.559333763197618,-46.70481052519657,1219.0,50,12.0,0.4989777536625068,8.72,UAM015;UAM046;UAM061;UAM065,,84
C2,XUAMREH003,Cruzamento UAM × REH 003,uam_reh_crossing,,-23.52939920512159,-46.817572139651965,975.36,50,10.2,0.4239139989148128,6.48,UAM028;UAM040;UAM058;UAM071,REH-135,85
C2,XUAMREH004,Cruzamento UAM × REH 004,uam_reh_crossing,,-23.52908716642037,-46.81752664926729,975.36,50,10.2,0.4239139989148128,6.48,UAM006;UAM020;UAM032;UAM043;UAM045;UAM051,REH-135,86
C2,XJUNCTION034,Geometric GN_149,uam_junction,3,-23.531664480389757,-46.638231926254754,1219.0,50,10.0,0.41581479471875565,13.6,UAM019;UAM025;UAM027;UAM029;UAM031;UAM037;UAM039;UAM041,,87
C2,XJUNCTION006,AVENIDA_MORUMBI,uam_junction,3,-23.609389520520164,-46.71255842051052,1219.0,50,9.1,0.37833930186290465,7.36,UAM013;UAM063,,88
C2,XJUNCTION003,AVENIDA_MORUMBI,uam_junction,3,-23.613943812813236,-46.712997135045086,1219.0,50,8.74,0.36342575510942304,7.36,UAM014;UAM064,,89
C2,XUAMREH008,Cruzamento UAM × REH 008,uam_reh_crossing,,-23.594339775079746,-46.81135475714673,1081.8899999999999,50,6.72,0.2793857840477482,6.24,UAM014;UAM064,REH-156,90
C2,XREH024,Elevado Aricanduva,reh_junction,4,-23.535,-46.548333,944.88,50,6.7,0.2785794899620184,6.16,,REH-114;REH-131;REH-170;REH-174,91
C2,XJUNCTION025,ALCANTARA_MACHADO,uam_junction,3,-23.552930780995844,-46.60837831215494,1219.0,50,6.28,0.2612266232591789,5.44,UAM001;UAM003;UAM022;UAM024;UAM034;UAM036,,92
C2,XJUNCTION008,CLUBE_SIRIO,uam_junction,4,-23.607448592345182,-46.65524695988414,1219.0,50,6.0,0.2494888768312534,6.88,UAM002;UAM004;UAM008;UAM010;UAM012,,93
C2,XJUNCTION004,Geometric GN_143,uam_junction,3,-23.613248832428837,-46.686955696062455,1219.0,50,5.42,0.22537303309820944,6.64,UAM005;UAM013;UAM015,,94
C2,XUAMREH007,Cruzamento UAM × REH 007,uam_reh_crossing,,-23.59194078652076,-46.81353096512953,1066.8000000000002,50,5.18,0.21539021522879362,5.36,UAM014;UAM064,REH-155,95
C2,XUAMREH014,Cruzamento UAM × REH 014,uam_reh_crossing,,-23.606158087947897,-46.75165877683205,1081.8899999999999,50,5.0,0.20790739735937783,5.36,UAM013;UAM063,REH-129,96
C2,XJUNCTION051,IMPERIAL,uam_junction,3,-23.483821783773077,-46.81114081009397,914.4,50,5.0,0.20790739735937783,4.96,UAM047;UAM068,,97
C2,XREH015,Vd Grande São Paulo,reh_junction,3,-23.586667,-46.598056,1005.84,50,4.18,0.17406058961837584,4.24,,REH-173;REH-177;REH-185,98
C2,XJUNCTION001,Geometric GN_143,uam_junction,3,-23.617431167571162,-46.68928430393754,1219.0,50,4.0,0.16632591788750226,5.92,UAM006;UAM014;UAM016,,99
C2,XJUNCTION052,IMPERIAL,uam_junction,3,-23.479928950546952,-46.81385369960042,914.4,50,4.0,0.16632591788750226,5.44,UAM048;UAM067,,100
C2,XUAMREH011,Cruzamento UAM × REH 011,uam_reh_crossing,,-23.551309998543285,-46.75515135898698,1081.8899999999999,50,3.54,0.14716729969253028,4.16,UAM006,REH-129,101
C2,XREH025,Suzano,reh_junction,3,-23.534167,-46.308056,1036.3200000000002,50,3.12,0.12975357207451618,4.32,,REH-116;REH-134;REH-169,102
C2,XJUNCTION019,Geometric GN_135,uam_junction,3,-23.56354589504475,-46.68098830446601,1219.0,50,1.54,0.06396997648761077,3.28,UAM012;UAM043;UAM056;UAM058;UAM060,,103
C2,XREH005,Mercedes,reh_junction,4,-23.666111,-46.573333,1005.84,50,0.92,0.038300235123892204,2.16,,REH-122;REH-123;REH-143;REH-144,104
C2,XREH012,Entroncamento,reh_junction,3,-23.603611,-46.600556,1005.84,50,0.86,0.03583478024959305,2.08,,REH-143;REH-185;REH-186,105
C2,XREH031,Gm,reh_junction,3,-23.440833,-46.257222,1051.56,50,0.24,0.009982998733948272,0.88,,REH-116;REH-117;REH-138,106
C2,XREH003,Trevo Imigrantes,reh_junction,4,-23.763333,-46.591111,1066.8000000000002,50,0.04,0.0016666666666666666,0.16,,REH-157;REH-158;REH-159;REH-160,107
C2,XREH008,Estação Saladino,reh_junction,3,-23.6375,-46.535,1005.84,50,0.04,0.0016580756013745703,0.16,,REH-121;REH-123;REH-178,108
C2,XREH001,Parelheiros,reh_junction,3,-23.803056,-46.734444,1066.8000000000002,50,0.0,0.0,0.0,,REH-124;REH-156;REH-157,109
C2,XREH002,Trevo Anchieta,reh_junction,3,-23.763611,-46.534167,1051.56,50,0.0,0.0,0.0,,REH-144;REH-145;REH-158,110
C2,XREH006,Maxxi,reh_junction,3,-23.656389,-46.500556,1005.84,50,0.0,0.0,0.0,,REH-132;REH-178;REH-180,111
C2,XREH004,Kentinha,reh_junction,3,-23.722222,-46.607778,,50,,,,,REH-122;REH-159;REH-208,
C2,XREH007,Empresarial,reh_junction,4,-23.6525,-46.723333,,50,,,,,REH-124;REH-184;REH-206;REH-207,
C2,XREH009,Ponte Estaiada,reh_junction,4,-23.612778,-46.699444,,50,,,,,REH-141;REH-201;REH-204;REH-205,
C2,XREH013,Rodoanel Raposo,reh_junction,4,-23.592222,-46.810278,,50,,,,,REH-127;REH-135;REH-155;REH-156,
C2,XREH016,Mailasqui,reh_junction,3,-23.566944,-47.072222,,50,,,,,REH-153;REH-191;REH-217,
C2,XREH018,Alcântara Machado,reh_junction,3,-23.552778,-46.611389,,50,,,,,REH-113;REH-126;REH-194,
C2,XREH019,Shopping Continental,reh_junction,3,-23.548056,-46.755278,,50,,,,,REH-128;REH-129;REH-199,
C2,XREH021,Brás,reh_junction,4,-23.543889,-46.617222,,50,,,,,REH-130;REH-183;REH-188;REH-194,
C2,XREH022,Shopping Tatuapé,reh_junction,3,-23.538972,-46.576321,,50,,,,,REH-120;REH-130;REH-131,
C2,XREH023,Luz,reh_junction,3,-23.535,-46.635278,,50,,,,,REH-183;REH-187;REH-195,
C2,XREH026,Cebolão,reh_junction,4,-23.526111,-46.750278,,50,,,,,REH-128;REH-167;REH-181;REH-198,
C2,XREH027,Viaduto Antártica,reh_junction,3,-23.524722,-46.670833,,50,,,,,REH-139;REH-182;REH-195,
C2,XREH028,Ponte Aricanduva,reh_junction,4,-23.523056,-46.558333,,50,,,,,REH-114;REH-120;REH-137;REH-209,
C2,XREH029,Marco Zero,reh_junction,3,-23.514444,-46.726111,,50,,,,,REH-165;REH-181;REH-182,
C2,XREH030,Rodoanel Castelo,reh_junction,4,-23.508889,-46.821389,,50,,,,,REH-135;REH-136;REH-167;REH-175,
